3.0,-3859.0222222222224,inf,nan
2.9,-3820.6222222222223,inf,nan
2.8,-3770.266666666667,inf,nan
2.6999999999999997,-3760.7555555555555,inf,nan
2.5999999999999996,-3871.511111111111,inf,nan
2.4999999999999996,-4000.311111111111,inf,nan
2.3999999999999995,-4085.288888888889,inf,nan
2.2999999999999994,-4172.533333333334,inf,nan
2.1999999999999993,-4330.133333333333,inf,nan
2.099999999999999,-4451.688888888889,inf,nan
1.9999999999999991,-4512.977777777778,inf,nan
1.899999999999999,-4571.022222222222,inf,nan
1.799999999999999,-4675.866666666667,inf,nan
1.6999999999999988,-4664.444444444444,inf,nan
1.5999999999999988,-4718.355555555556,inf,nan
1.4999999999999987,-4746.0888888888885,inf,nan
1.3999999999999986,-4740.0888888888885,inf,nan
1.2999999999999985,-4780.133333333333,inf,nan
1.1999999999999984,-4738.533333333334,inf,nan
1.0999999999999983,-4771.866666666667,inf,nan
0.9999999999999982,-4769.511111111111,inf,nan
